"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.410074458E0,-1.612831116E1,-1.066333675E1,-5.097555161E1,5.451913456E1
6.420121458E0,-1.617748260E1,-1.080635738E1,-5.115058899E1,5.472541509E1
6.430169458E0,-1.629737473E1,-1.116835117E1,-5.071125031E1,5.442395978E1
6.440216458E0,-1.627820206E1,-1.153503323E1,-5.045952988E1,5.426049216E1
6.450263458E0,-1.620709991E1,-1.179041767E1,-5.053493881E1,5.436418009E1
6.460310458E0,-1.619924164E1,-1.194097614E1,-5.056375885E1,5.442146681E1
6.470358458E0,-1.604385376E1,-1.219244289E1,-5.073650742E1,5.459170351E1
6.480405458E0,-1.601172256E1,-1.242722797E1,-5.049818039E1,5.441394561E1
6.490452458E0,-1.568597031E1,-1.274837017E1,-5.039509964E1,5.429766730E1
6.500499458E0,-1.564904022E1,-1.283137608E1,-5.063232040E1,5.452676903E1
6.510547458E0,-1.566599274E1,-1.282124805E1,-5.043085480E1,5.434223814E1
6.520594458E0,-1.563934708E1,-1.307171535E1,-5.068203354E1,5.462716763E1
6.530641458E0,-1.546017456E1,-1.326258564E1,-5.084588242E1,5.477423604E1
6.540688458E0,-1.532146072E1,-1.348956776E1,-5.066131592E1,5.461945192E1
6.550736458E0,-1.532442093E1,-1.356696224E1,-5.063824844E1,5.461806063E1
6.560783458E0,-1.537131882E1,-1.384954357E1,-5.054822922E1,5.461877677E1
6.570830458E0,-1.522659302E1,-1.400590038E1,-5.063065720E1,5.469440400E1
6.580877458E0,-1.517186737E1,-1.409360600E1,-5.043409348E1,5.451984111E1
6.590925458E0,-1.514931488E1,-1.406004810E1,-5.037475586E1,5.445000204E1
6.600972458E0,-1.504248047E1,-1.403089237E1,-5.026958847E1,5.431550133E1
6.611019458E0,-1.501337433E1,-1.414207935E1,-5.037188339E1,5.443093288E1
6.621066458E0,-1.512604904E1,-1.427802753E1,-5.023669815E1,5.437265187E1
6.631114458E0,-1.501898193E1,-1.462607861E1,-5.034526443E1,5.453565480E1
6.641161458E0,-1.497976685E1,-1.482808590E1,-5.036647797E1,5.459897113E1
6.651208458E0,-1.496287537E1,-1.499888706E1,-5.042675781E1,5.469654610E1
6.661255583E0,-1.489811707E1,-1.526156139E1,-5.020766068E1,5.454977854E1
6.671303583E0,-1.488436890E1,-1.548127460E1,-4.998374557E1,5.440210586E1
6.681350583E0,-1.468017960E1,-1.567504978E1,-5.021394348E1,5.461368856E1
6.691397583E0,-1.452582932E1,-1.562680340E1,-5.013735580E1,5.448808263E1
6.701444583E0,-1.447677994E1,-1.572311687E1,-5.010017776E1,5.446853563E1
6.711492583E0,-1.450532913E1,-1.598788548E1,-5.005934525E1,5.451564089E1
6.721539583E0,-1.431767654E1,-1.625128174E1,-4.995481873E1,5.444799293E1
6.731586583E0,-1.445226288E1,-1.637987518E1,-4.997986984E1,5.454498696E1
6.741633583E0,-1.434338760E1,-1.661705780E1,-5.014051056E1,5.473509091E1
6.751681583E0,-1.432176590E1,-1.681164551E1,-4.985599899E1,5.452857085E1
6.761728583E0,-1.440441513E1,-1.686806107E1,-4.989828873E1,5.460639044E1
6.771775583E0,-1.441280746E1,-1.703171539E1,-4.972491455E1,5.450115114E1
6.781822583E0,-1.436637878E1,-1.702363586E1,-4.967411804E1,5.444001305E1
6.791870583E0,-1.444424820E1,-1.715341949E1,-4.953816605E1,5.437744019E1
6.801917583E0,-1.425014114E1,-1.740521622E1,-4.943546295E1,5.431273397E1
6.811964583E0,-1.419617462E1,-1.772248077E1,-4.936588669E1,5.433791004E1
6.822011583E0,-1.421517944E1,-1.772736740E1,-4.968270111E1,5.463242326E1
6.832059583E0,-1.405690384E1,-1.783437347E1,-4.971792984E1,5.465833853E1
6.842106583E0,-1.415281296E1,-1.798044968E1,-4.941646957E1,5.445719558E1
6.852153583E0,-1.394972992E1,-1.818140793E1,-4.943248367E1,5.448604410E1
6.862200583E0,-1.376652527E1,-1.839592361E1,-4.940547180E1,5.448695135E1
6.872248583E0,-1.370869827E1,-1.839021683E1,-4.937874603E1,5.444620320E1
6.882295583E0,-1.356375885E1,-1.850333023E1,-4.943550110E1,5.449970232E1
6.892342583E0,-1.336181259E1,-1.871796036E1,-4.951431274E1,5.459457155E1
6.902389583E0,-1.326969147E1,-1.909390640E1,-4.966399002E1,5.483770489E1
6.912437583E0,-1.336064529E1,-1.915776443E1,-4.947348022E1,5.470970688E1
6.922484583E0,-1.330129623E1,-1.945251846E1,-4.950132370E1,5.482431946E1
6.932531583E0,-1.336590576E1,-1.992187500E1,-4.904682541E1,5.459963025E1
6.942578583E0,-1.346222305E1,-2.034810257E1,-4.850526047E1,5.429582876E1
6.952626583E0,-1.336265182E1,-2.050413513E1,-4.864406967E1,5.445388449E1
6.962673583E0,-1.360588074E1,-2.066438675E1,-4.855908966E1,5.449882622E1
6.972720583E0,-1.366291046E1,-2.100673294E1,-4.845147324E1,5.454817330E1
6.982767583E0,-1.363221359E1,-2.110068893E1,-4.808261108E1,5.424955124E1
6.992815583E0,-1.360692978E1,-2.129960632E1,-4.811087036E1,5.434590706E1
7.002862583E0,-1.369392776E1,-2.143424606E1,-4.797644806E1,5.430184279E1
7.012909583E0,-1.384727859E1,-2.172452927E1,-4.774303436E1,5.425034218E1
7.022957583E0,-1.377610779E1,-2.195370483E1,-4.782180786E1,5.439367251E1
7.033004583E0,-1.369364166E1,-2.205104828E1,-4.776902771E1,5.436584001E1
7.043051583E0,-1.376012039E1,-2.217171097E1,-4.760736847E1,5.428984447E1
7.053098583E0,-1.369567490E1,-2.230487442E1,-4.770040894E1,5.440963101E1
7.063146583E0,-1.384868240E1,-2.219378281E1,-4.779853058E1,5.448898536E1
7.073193583E0,-1.380634308E1,-2.222550201E1,-4.758787537E1,5.430648148E1
7.083240583E0,-1.381756592E1,-2.237296295E1,-4.750361252E1,5.429611221E1
7.093287583E0,-1.387084198E1,-2.246876144E1,-4.753609848E1,5.437762552E1
7.103335583E0,-1.409633255E1,-2.235238266E1,-4.738161469E1,5.425267746E1
7.113382583E0,-1.420436096E1,-2.240200043E1,-4.724080276E1,5.417847303E1
7.123429583E0,-1.433586121E1,-2.239555740E1,-4.732891083E1,5.428723338E1
7.133476583E0,-1.445313644E1,-2.246062851E1,-4.744059372E1,5.444247348E1
7.143524583E0,-1.460746384E1,-2.217921066E1,-4.737553406E1,5.431147772E1
7.153571583E0,-1.473062515E1,-2.210144043E1,-4.746059036E1,5.438724689E1
7.163618583E0,-1.477637863E1,-2.209112930E1,-4.730253220E1,5.425761616E1
7.173665583E0,-1.490398407E1,-2.193791199E1,-4.722472382E1,5.416248945E1
7.183713583E0,-1.506571579E1,-2.156151962E1,-4.732671356E1,5.414510816E1
7.193760583E0,-1.513292313E1,-2.134434128E1,-4.731298447E1,5.406574485E1
7.203807583E0,-1.522011185E1,-2.114009857E1,-4.748297882E1,5.415892216E1
7.213855583E0,-1.525956345E1,-2.097664261E1,-4.753372955E1,5.415098574E1
7.223902583E0,-1.563216782E1,-2.058854675E1,-4.787823105E1,5.441119312E1
7.233949583E0,-1.568622208E1,-2.012946701E1,-4.787034988E1,5.424779630E1
7.243996583E0,-1.591143417E1,-1.989540100E1,-4.787130356E1,5.422787496E1
7.254044583E0,-1.602134323E1,-1.979556656E1,-4.813135529E1,5.445342281E1
7.264091583E0,-1.625427628E1,-1.960818481E1,-4.778924942E1,5.415251397E1
7.274138583E0,-1.634525299E1,-1.969478607E1,-4.794705582E1,5.435045589E1
7.284185583E0,-1.649888611E1,-1.939404678E1,-4.802754593E1,5.435979637E1
7.294233583E0,-1.632211685E1,-1.941441727E1,-4.813353348E1,5.440742726E1
7.304280583E0,-1.646084976E1,-1.916821671E1,-4.818076324E1,5.440373198E1
7.314327583E0,-1.645404053E1,-1.866749954E1,-4.841625595E1,5.443661295E1
7.324374583E0,-1.663493347E1,-1.816434860E1,-4.843983459E1,5.434226851E1
7.334422583E0,-1.649732208E1,-1.761448288E1,-4.860544968E1,5.426712984E1
7.344469583E0,-1.648279190E1,-1.696051407E1,-4.884717178E1,5.427142579E1
7.354516583E0,-1.643919754E1,-1.628504562E1,-4.904558563E1,5.423024430E1
7.364564583E0,-1.652169418E1,-1.550582409E1,-4.944853973E1,5.439260098E1
7.374611583E0,-1.657297516E1,-1.528850460E1,-4.973043823E1,5.460328164E1
7.384658583E0,-1.665497589E1,-1.497147083E1,-4.989997101E1,5.469497479E1
7.394705583E0,-1.672439194E1,-1.502173901E1,-4.985588455E1,5.468973535E1
7.404753583E0,-1.689822769E1,-1.501154995E1,-4.954810333E1,5.446018064E1
7.414800583E0,-1.705380630E1,-1.536721897E1,-4.950259781E1,5.456639001E1
7.424847583E0,-1.715612411E1,-1.572884655E1,-4.911946106E1,5.435485869E1
7.434894583E0,-1.730878067E1,-1.625518036E1,-4.920103455E1,5.463118685E1
7.444942583E0,-1.751719284E1,-1.621770477E1,-4.888830948E1,5.440526442E1
7.454989583E0,-1.768324280E1,-1.604127884E1,-4.892813492E1,5.444246586E1
7.465036583E0,-1.773244476E1,-1.605894089E1,-4.907635880E1,5.459686962E1
7.475084583E0,-1.795154953E1,-1.588596249E1,-4.915990448E1,5.469294418E1
7.485131583E0,-1.806246567E1,-1.552364826E1,-4.913661194E1,5.460442248E1
7.495178583E0,-1.803813171E1,-1.541142559E1,-4.918685532E1,5.460982485E1
7.505225583E0,-1.822379684E1,-1.520647907E1,-4.906042480E1,5.450017486E1
7.515273583E0,-1.853016281E1,-1.524163342E1,-4.895450592E1,5.451805181E1
7.525320583E0,-1.884330750E1,-1.546650982E1,-4.882123566E1,5.456918741E1
7.535367583E0,-1.912423706E1,-1.567416668E1,-4.853172302E1,5.446782613E1
7.545414583E0,-1.938789749E1,-1.607451248E1,-4.828239822E1,5.445613371E1
7.555462583E0,-1.931134796E1,-1.653292847E1,-4.804859543E1,5.435929917E1
7.565509583E0,-1.931752777E1,-1.695285034E1,-4.802415466E1,5.446912378E1
7.575556583E0,-1.900129318E1,-1.760905838E1,-4.789781189E1,5.445482957E1
7.585604583E0,-1.866049194E1,-1.784879684E1,-4.789912033E1,5.441616705E1
7.595651583E0,-1.834453583E1,-1.771860886E1,-4.808401489E1,5.442925301E1
7.605698583E0,-1.803009033E1,-1.753350067E1,-4.822805023E1,5.439165958E1
7.615745583E0,-1.786070251E1,-1.697262573E1,-4.840257645E1,5.431283573E1
7.625793583E0,-1.757529831E1,-1.644509125E1,-4.830319214E1,5.396786551E1
7.635840583E0,-1.742514801E1,-1.612078476E1,-4.864294052E1,5.412625192E1
7.645887583E0,-1.717751694E1,-1.612517929E1,-4.899676132E1,5.436700392E1
7.655935458E0,-1.713207245E1,-1.619081116E1,-4.915203094E1,5.451213093E1
7.665982458E0,-1.711565399E1,-1.623717499E1,-4.918450928E1,5.455004506E1
7.676029458E0,-1.693976593E1,-1.651106644E1,-4.915988159E1,5.455515505E1
7.686076458E0,-1.685778809E1,-1.694824219E1,-4.878740311E1,5.432898521E1
7.696124458E0,-1.658794022E1,-1.744765091E1,-4.877272797E1,5.439080139E1
7.706171458E0,-1.646063995E1,-1.786579895E1,-4.845152664E1,5.420046009E1
7.716218458E0,-1.628781891E1,-1.828271866E1,-4.833093262E1,5.417960773E1
7.726265458E0,-1.608848190E1,-1.854914474E1,-4.825827408E1,5.414583121E1
7.736313458E0,-1.576915359E1,-1.913531876E1,-4.831562042E1,5.430677495E1
7.746360458E0,-1.544383621E1,-1.936457825E1,-4.844501114E1,5.440972406E1
7.756407458E0,-1.519995499E1,-1.929497147E1,-4.846792984E1,5.433667986E1
7.766455458E0,-1.510133362E1,-1.931226349E1,-4.850395966E1,5.434747373E1
7.776502458E0,-1.522719955E1,-1.935286713E1,-4.853321838E1,5.442310501E1
7.786549458E0,-1.530347824E1,-1.931820679E1,-4.848398590E1,5.438829330E1
7.796596458E0,-1.526772690E1,-1.944068909E1,-4.836054993E1,5.431193852E1
7.806644458E0,-1.561019135E1,-1.943106461E1,-4.845489502E1,5.448964302E1
7.816691458E0,-1.578283691E1,-1.954450226E1,-4.835796738E1,5.449383927E1
7.826738458E0,-1.599155426E1,-1.955803680E1,-4.822257614E1,5.443953950E1
7.836786458E0,-1.618758392E1,-1.983609772E1,-4.811941910E1,5.450676234E1
7.846833458E0,-1.606976700E1,-1.999695206E1,-4.803160477E1,5.445319604E1
7.856880458E0,-1.602149963E1,-2.000351334E1,-4.792143631E1,5.434420902E1
7.866927458E0,-1.612604904E1,-1.998128891E1,-4.806494522E1,5.449348882E1
7.876975458E0,-1.624703979E1,-2.003881073E1,-4.792261887E1,5.442515628E1
7.887022458E0,-1.657836914E1,-2.005248642E1,-4.766615677E1,5.430476071E1
7.897069458E0,-1.660050201E1,-1.973960876E1,-4.785453796E1,5.436253880E1
7.907117458E0,-1.683830643E1,-1.927370834E1,-4.788476181E1,5.429507169E1
7.917164458E0,-1.694438934E1,-1.939181519E1,-4.794898987E1,5.442665207E1
7.927211458E0,-1.723853302E1,-1.910569000E1,-4.776873016E1,5.425906369E1
7.937258458E0,-1.759774399E1,-1.885800552E1,-4.789035797E1,5.439477321E1
7.947306458E0,-1.791404343E1,-1.865186691E1,-4.791788101E1,5.445115620E1
7.957353458E0,-1.829571915E1,-1.851984406E1,-4.794822311E1,5.455960101E1
7.967400458E0,-1.846305466E1,-1.844919586E1,-4.757633591E1,5.426568855E1
7.977448458E0,-1.841957474E1,-1.831108475E1,-4.755199432E1,5.418273454E1
7.987495458E0,-1.844356918E1,-1.849981308E1,-4.767292404E1,5.436097879E1
7.997542458E0,-1.854369736E1,-1.855805588E1,-4.776518631E1,5.449571701E1
8.007589458E0,-1.846854782E1,-1.856510162E1,-4.771670151E1,5.443008230E1
8.017637458E0,-1.834912491E1,-1.871565247E1,-4.766212082E1,5.439341682E1
8.027684458E0,-1.841999435E1,-1.852535629E1,-4.754528809E1,5.424978744E1
8.037731458E0,-1.828892517E1,-1.846029282E1,-4.774978638E1,5.436275650E1
8.047779458E0,-1.798089218E1,-1.879308319E1,-4.771804047E1,5.434614840E1
8.057826458E0,-1.785491943E1,-1.868898773E1,-4.773600006E1,5.428445553E1
8.067873458E0,-1.776816559E1,-1.878974152E1,-4.770381165E1,5.426247083E1
8.077920458E0,-1.758562851E1,-1.885496140E1,-4.773450470E1,5.425262057E1
8.087968458E0,-1.744234085E1,-1.929326630E1,-4.770255661E1,5.433230426E1
8.098015458E0,-1.723689270E1,-1.941397476E1,-4.758646393E1,5.420778943E1
8.108062458E0,-1.709606934E1,-1.959274673E1,-4.762929916E1,5.426510343E1
8.118110458E0,-1.714576340E1,-1.963557053E1,-4.767247009E1,5.433412590E1
8.128157458E0,-1.709805679E1,-1.982925034E1,-4.766489029E1,5.438275904E1
8.138204458E0,-1.704106903E1,-1.985525894E1,-4.766220856E1,5.437200995E1
8.148251458E0,-1.702827454E1,-1.986621857E1,-4.748189926E1,5.421401600E1
8.158299458E0,-1.676517105E1,-1.990612411E1,-4.760953903E1,5.425857485E1
8.168346458E0,-1.658759308E1,-2.012897110E1,-4.765386963E1,5.432508640E1
8.178393458E0,-1.634619522E1,-2.022608948E1,-4.766884232E1,5.430111713E1
8.188441458E0,-1.625983047E1,-2.028313065E1,-4.776570511E1,5.438152315E1
8.198488458E0,-1.584556961E1,-2.058393097E1,-4.770168686E1,5.431603096E1
8.208535458E0,-1.566365814E1,-2.046487808E1,-4.771855164E1,5.423303045E1
8.218583458E0,-1.537992859E1,-2.062928391E1,-4.778448105E1,5.427214927E1
8.228630458E0,-1.527919006E1,-2.084735870E1,-4.781495667E1,5.435380479E1
8.238677458E0,-1.514607620E1,-2.086662292E1,-4.781980133E1,5.432819688E1
8.248724458E0,-1.505706024E1,-2.101614380E1,-4.763044357E1,5.419458016E1
8.258772458E0,-1.507869720E1,-2.103963852E1,-4.770303345E1,5.427350089E1
8.268819458E0,-1.507983398E1,-2.125046539E1,-4.773371506E1,5.438282105E1
8.278866458E0,-1.509742355E1,-2.097565460E1,-4.745934296E1,5.403979569E1
8.288914458E0,-1.519746399E1,-2.080897522E1,-4.769780731E1,5.421307207E1
8.298961458E0,-1.507818985E1,-2.060313416E1,-4.787211609E1,5.425477348E1
8.309008458E0,-1.508850861E1,-2.017749023E1,-4.806927872E1,5.427199794E1
8.319055458E0,-1.517544174E1,-1.975757599E1,-4.818465424E1,5.424404801E1
8.329103458E0,-1.547064972E1,-1.905873108E1,-4.836811066E1,5.424067073E1
8.339150458E0,-1.555167770E1,-1.846268845E1,-4.876427841E1,5.441213461E1
8.349197458E0,-1.566189194E1,-1.771530914E1,-4.898688889E1,5.439524170E1
8.359245458E0,-1.576393127E1,-1.708545303E1,-4.922384262E1,5.443712811E1
8.369292458E0,-1.590523148E1,-1.651849747E1,-4.922077560E1,5.430029372E1
8.379339458E0,-1.594070053E1,-1.603019333E1,-4.952237320E1,5.443839159E1
8.389386458E0,-1.610430527E1,-1.562296772E1,-4.967082596E1,5.450336430E1
8.399434458E0,-1.620048523E1,-1.516583347E1,-4.965876770E1,5.439164859E1
8.409481458E0,-1.627067947E1,-1.511573124E1,-4.978410339E1,5.451309285E1
8.419528458E0,-1.650955582E1,-1.465320683E1,-4.990954590E1,5.457329636E1
8.429576458E0,-1.662662125E1,-1.424531651E1,-4.995140457E1,5.453912719E1
8.439623458E0,-1.678937149E1,-1.364455700E1,-4.992120361E1,5.440756842E1
8.449670458E0,-1.678584671E1,-1.327591991E1,-5.014089584E1,5.451719119E1
8.459718458E0,-1.695863724E1,-1.277334309E1,-5.044944763E1,5.473481924E1
8.469765458E0,-1.691683197E1,-1.230987644E1,-5.057065582E1,5.472753870E1
8.479812458E0,-1.667070007E1,-1.225490665E1,-5.063962555E1,5.470344280E1
8.489859458E0,-1.658548355E1,-1.189204502E1,-5.078059769E1,5.472812897E1
8.499907458E0,-1.629956436E1,-1.175693035E1,-5.099542999E1,5.481272744E1
8.509954458E0,-1.614029312E1,-1.169012547E1,-5.090598679E1,5.466797587E1
8.520001458E0,-1.596363068E1,-1.174481678E1,-5.088989639E1,5.461281700E1
8.530049458E0,-1.622300720E1,-1.137405491E1,-5.102902603E1,5.474044744E1
8.540096458E0,-1.624145126E1,-1.135188770E1,-5.129291534E1,5.498739181E1
8.550143458E0,-1.637725449E1,-1.103744221E1,-5.106599808E1,5.475194750E1
8.560190458E0,-1.653221512E1,-1.095640659E1,-5.102959824E1,5.474830480E1
8.570238458E0,-1.660497284E1,-1.079488468E1,-5.110241699E1,5.480612813E1
8.580285458E0,-1.666098404E1,-1.048061085E1,-5.105954742E1,5.472210683E1
8.590332458E0,-1.654843140E1,-1.058710766E1,-5.102581787E1,5.467697431E1
8.600380458E0,-1.645941544E1,-1.042798138E1,-5.115992737E1,5.474480177E1
8.610427458E0,-1.633182144E1,-1.023785877E1,-5.136817932E1,5.486558111E1
8.620474458E0,-1.620212173E1,-1.017610645E1,-5.129446030E1,5.474653915E1
8.630522458E0,-1.629180908E1,-9.849804878E0,-5.115740967E1,5.458500035E1
8.640569458E0,-1.617577744E1,-1.011012363E1,-5.112579346E1,5.456846280E1
8.650616458E0,-1.633848953E1,-1.031001949E1,-5.115883255E1,5.468517980E1
8.660663208E0,-1.630275345E1,-1.005309963E1,-5.117547226E1,5.464223223E1
8.670711208E0,-1.646858215E1,-1.007820034E1,-5.113473511E1,5.465844358E1
8.680758208E0,-1.655202866E1,-1.005124187E1,-5.100843430E1,5.456058545E1
8.690805208E0,-1.665443039E1,-9.984120369E0,-5.093039703E1,5.450649551E1
8.700853208E0,-1.674577332E1,-9.788975716E0,-5.099210739E1,5.455675930E1
8.710900208E0,-1.686089706E1,-9.783387184E0,-5.099646378E1,5.459527298E1
8.720947208E0,-1.689622879E1,-9.870051384E0,-5.090228653E1,5.453387237E1
8.730995208E0,-1.678491974E1,-9.717026711E0,-5.107186127E1,5.463047823E1
8.741042208E0,-1.662926865E1,-9.781903267E0,-5.116992188E1,5.468618758E1
8.751089208E0,-1.657464218E1,-9.797606468E0,-5.119570160E1,5.469654210E1
8.761136208E0,-1.633564377E1,-9.590960503E0,-5.124133301E1,5.463070555E1
8.771184208E0,-1.624778748E1,-9.503611565E0,-5.119615936E1,5.454682359E1
8.781231208E0,-1.635635376E1,-9.320284843E0,-5.136153793E1,5.470288472E1
8.791278208E0,-1.634632874E1,-9.231745720E0,-5.137276077E1,5.469541244E1
8.801326208E0,-1.622245026E1,-9.124547005E0,-5.144590378E1,5.470928866E1
8.811373208E0,-1.639131165E1,-8.926880836E0,-5.148666382E1,5.476532525E1
8.821420208E0,-1.633922577E1,-8.765774727E0,-5.129312134E1,5.454166666E1
8.831467208E0,-1.644335175E1,-8.616372108E0,-5.138421249E1,5.463481471E1
8.841515208E0,-1.640164185E1,-8.624960899E0,-5.157798386E1,5.480595063E1
8.851562208E0,-1.667374039E1,-8.423810005E0,-5.154966736E1,5.483012309E1
8.861609208E0,-1.661811447E1,-8.503655434E0,-5.127754974E1,5.456978094E1
8.871657208E0,-1.672568893E1,-8.475674629E0,-5.137310028E1,5.468803492E1
8.881704208E0,-1.676262665E1,-8.420729637E0,-5.120957184E1,5.453727705E1
8.891751208E0,-1.668093109E1,-8.452095985E0,-5.144021988E1,5.473378856E1
8.901799208E0,-1.657178116E1,-8.098065376E0,-5.138869095E1,5.459853616E1
8.911846208E0,-1.657363892E1,-8.069514275E0,-5.161435318E1,5.480733547E1
8.921893208E0,-1.651300430E1,-7.981461525E0,-5.169081497E1,5.484818494E1
8.931940208E0,-1.647687531E1,-7.982414246E0,-5.165617371E1,5.480480489E1
8.941988208E0,-1.636392593E1,-7.783490181E0,-5.183322906E1,5.490942020E1
8.952035208E0,-1.625113297E1,-7.663594246E0,-5.166106415E1,5.469639429E1
8.962082208E0,-1.619142532E1,-7.684913635E0,-5.183377838E1,5.484487882E1
8.972130208E0,-1.600701141E1,-7.565490723E0,-5.182258224E1,5.476350148E1
8.982177208E0,-1.592104721E1,-7.551238060E0,-5.192205048E1,5.483065079E1
8.992224208E0,-1.576346207E1,-7.423895836E0,-5.197076035E1,5.481387504E1
9.002272208E0,-1.564115143E1,-7.352678299E0,-5.195312119E1,5.475248211E1
9.012319208E0,-1.555802536E1,-7.076232910E0,-5.202861786E1,5.476406031E1
9.022366208E0,-1.532349396E1,-6.978691101E0,-5.206515503E1,5.472012395E1
9.032413208E0,-1.507405090E1,-6.929098129E0,-5.199632645E1,5.457890962E1
9.042461208E0,-1.506666565E1,-6.870347977E0,-5.201809692E1,5.459018687E1
9.052508208E0,-1.503137970E1,-6.941697121E0,-5.203734970E1,5.460783184E1
9.062555208E0,-1.512216949E1,-6.826317787E0,-5.199322891E1,5.457631792E1
9.072603208E0,-1.531495667E1,-6.810235977E0,-5.198267746E1,5.461800040E1
9.082650208E0,-1.549510956E1,-6.850392342E0,-5.197439194E1,5.466592826E1
9.092697208E0,-1.570756912E1,-7.021588326E0,-5.188698578E1,5.466525152E1
9.102744208E0,-1.592002869E1,-7.282770157E0,-5.182112122E1,5.469839722E1
9.112792208E0,-1.591254425E1,-7.270213127E0,-5.178121948E1,5.465674482E1
9.122839208E0,-1.590115738E1,-7.297040939E0,-5.188885880E1,5.475899268E1
9.132886208E0,-1.606600189E1,-7.460632324E0,-5.188711929E1,5.482746210E1
9.142934208E0,-1.597284317E1,-7.485229492E0,-5.191889954E1,5.483368042E1
9.152981208E0,-1.593911362E1,-7.563588142E0,-5.203722763E1,5.494666749E1
9.163028208E0,-1.599584198E1,-7.467701912E0,-5.188261414E1,5.480364205E1
9.173076208E0,-1.604392624E1,-7.653470039E0,-5.190745544E1,5.486681241E1
9.183123208E0,-1.615525436E1,-7.479409218E0,-5.183728409E1,5.480910351E1
9.193170208E0,-1.619354630E1,-7.541998863E0,-5.183022690E1,5.482230485E1
9.203217208E0,-1.608365631E1,-7.630133629E0,-5.184578323E1,5.481686035E1
9.213265208E0,-1.612948227E1,-7.680378914E0,-5.190857697E1,5.489671011E1
9.223312208E0,-1.627045822E1,-8.031764984E0,-5.193387222E1,5.501239991E1
9.233359208E0,-1.640163422E1,-7.902788162E0,-5.175352478E1,5.486250990E1
9.243407208E0,-1.644837570E1,-8.046815872E0,-5.165788651E1,5.480727641E1
9.253454208E0,-1.660990906E1,-8.083943367E0,-5.151028442E1,5.472246907E1
9.263501208E0,-1.660167313E1,-8.094935417E0,-5.149698639E1,5.470907728E1
9.273549208E0,-1.680783463E1,-8.312335014E0,-5.132469177E1,5.464267749E1
9.283596208E0,-1.680676651E1,-8.364340782E0,-5.146239471E1,5.477962821E1
9.293643208E0,-1.684506226E1,-8.599207878E0,-5.139931488E1,5.476853174E1
9.303690208E0,-1.686289215E1,-8.695996284E0,-5.134394073E1,5.473735227E1
9.313738208E0,-1.700629425E1,-8.952374458E0,-5.106016159E1,5.455730157E1
9.323785208E0,-1.696216202E1,-9.041607857E0,-5.106839371E1,5.456598252E1
9.333832208E0,-1.706366348E1,-9.216923714E0,-5.137032318E1,5.490929246E1
9.343880208E0,-1.711186218E1,-9.277201653E0,-5.128738785E1,5.485689063E1
9.353927208E0,-1.708208847E1,-9.488978386E0,-5.112311935E1,5.473035529E1
9.363974208E0,-1.709684372E1,-9.554034233E0,-5.084184647E1,5.448371305E1
9.374022208E0,-1.708335876E1,-9.709807396E0,-5.071423340E1,5.438800397E1
9.384069208E0,-1.718358231E1,-9.897643089E0,-5.084255981E1,5.457293036E1
9.394116208E0,-1.720484924E1,-1.011368465E1,-5.076138687E1,5.454366922E1
9.404163208E0,-1.713813782E1,-1.026338482E1,-5.078076935E1,5.456866657E1
9.414211208E0,-1.692124176E1,-1.063049030E1,-5.060844040E1,5.441093628E1
9.424258208E0,-1.678590393E1,-1.085682774E1,-5.058158875E1,5.438873412E1
9.434305208E0,-1.675164413E1,-1.091725063E1,-5.074331665E1,5.454070157E1
9.444353208E0,-1.665733719E1,-1.109575367E1,-5.096051025E1,5.474994280E1
9.454400208E0,-1.655926132E1,-1.149555111E1,-5.086370468E1,5.471264282E1
9.464447208E0,-1.657829666E1,-1.178262997E1,-5.074386978E1,5.466818645E1
9.474494208E0,-1.655590057E1,-1.173035145E1,-5.087094879E1,5.476816977E1
9.484542208E0,-1.652483368E1,-1.198853588E1,-5.059212494E1,5.455600999E1
9.494589208E0,-1.660044861E1,-1.232418728E1,-5.044482803E1,5.451734734E1
9.504636208E0,-1.651961136E1,-1.275707531E1,-5.038298416E1,5.453517785E1
9.514684208E0,-1.627241135E1,-1.291337681E1,-5.020697021E1,5.433494759E1
9.524731208E0,-1.618241882E1,-1.325256062E1,-5.017876053E1,5.436367399E1
9.534778208E0,-1.585546875E1,-1.383675671E1,-5.030083847E1,5.452546264E1
9.544826208E0,-1.582820511E1,-1.395083523E1,-5.009954834E1,5.436103958E1
9.554873208E0,-1.573200607E1,-1.409151363E1,-5.013960648E1,5.440631314E1
9.564920208E0,-1.547625351E1,-1.430932903E1,-5.010115433E1,5.435436491E1
9.574967208E0,-1.525031281E1,-1.461104870E1,-5.009141159E1,5.436179081E1
9.585015208E0,-1.490145874E1,-1.493602467E1,-5.004614258E1,5.431164417E1
9.595062208E0,-1.466044998E1,-1.502242565E1,-5.007398605E1,5.429554443E1
9.605109208E0,-1.455973053E1,-1.544273090E1,-5.010303497E1,5.441302973E1
9.615157208E0,-1.415046692E1,-1.573825359E1,-5.028334808E1,5.455587443E1
9.625204208E0,-1.391431427E1,-1.581082439E1,-5.030940628E1,5.454013815E1
9.635251208E0,-1.373629761E1,-1.618798447E1,-5.024404526E1,5.454540124E1
9.645299208E0,-1.346219254E1,-1.633990860E1,-5.028769684E1,5.456258511E1
9.655346208E0,-1.314011765E1,-1.661919403E1,-5.031190109E1,5.459072901E1
