"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.291067500E1,5.471801758E-1,-1.828704453E1,-5.205593872E1,5.517731563E1
1.292072200E1,5.996818542E-1,-1.852170181E1,-5.183095551E1,5.504417322E1
1.293077000E1,6.699447632E-1,-1.863106918E1,-5.179572296E1,5.504872825E1
1.294081700E1,7.406806946E-1,-1.857456207E1,-5.185572052E1,5.508701040E1
1.295086400E1,9.609031677E-1,-1.856355667E1,-5.174662781E1,5.498402005E1
1.296091200E1,9.474182129E-1,-1.873491669E1,-5.163233566E1,5.493444084E1
1.297095900E1,1.082935333E0,-1.888224792E1,-5.178983307E1,5.513527768E1
1.298100600E1,1.207073212E0,-1.908130646E1,-5.156374359E1,5.499429911E1
1.299105400E1,1.284736633E0,-1.906922150E1,-5.155329895E1,5.498207335E1
1.300110100E1,1.229347229E0,-1.919245911E1,-5.157992935E1,5.504862299E1
1.301114800E1,1.303424835E0,-1.935238266E1,-5.161772537E1,5.514166486E1
1.302119600E1,1.268768311E0,-1.916526794E1,-5.141962814E1,5.488984812E1
1.303124300E1,1.267593384E0,-1.918212509E1,-5.136171722E1,5.484146891E1
1.304129000E1,1.372871399E0,-1.938140106E1,-5.141944504E1,5.496801625E1
1.305133800E1,1.197277069E0,-1.940543747E1,-5.125230026E1,5.481608120E1
1.306138500E1,1.069099426E0,-1.942167664E1,-5.118036270E1,5.475193168E1
1.307143200E1,1.059047699E0,-1.960922623E1,-5.133324814E1,5.496131093E1
1.308148000E1,1.004508972E0,-1.971634674E1,-5.119524765E1,5.486981638E1
1.309152700E1,9.711265564E-1,-1.980977249E1,-5.115539169E1,5.486569304E1
1.310157400E1,8.884239197E-1,-2.014459991E1,-5.111825562E1,5.495152646E1
1.311162200E1,8.782806396E-1,-2.009824753E1,-5.101956177E1,5.484256206E1
1.312166900E1,7.680015564E-1,-2.009000015E1,-5.096028519E1,5.478273997E1
1.313171700E1,8.017845154E-1,-2.028829956E1,-5.095149231E1,5.484808589E1
1.314176400E1,6.294822693E-1,-2.045003510E1,-5.096166229E1,5.491530940E1
1.315181100E1,5.147628784E-1,-2.027689362E1,-5.097248459E1,5.485992691E1
1.316185900E1,4.559020996E-1,-2.020205307E1,-5.098102188E1,5.483972453E1
1.317190600E1,3.753585815E-1,-2.036513138E1,-5.097908401E1,5.489759992E1
1.318195300E1,3.344001770E-1,-2.041076279E1,-5.094601440E1,5.488358083E1
1.319200100E1,1.598777771E-1,-2.032083130E1,-5.086957932E1,5.477842500E1
1.320204800E1,7.846832275E-3,-2.032665253E1,-5.094781494E1,5.485301005E1
1.321209500E1,5.397033691E-2,-2.051905441E1,-5.057682037E1,5.458066751E1
1.322214300E1,7.838439941E-2,-2.063516235E1,-5.065920639E1,5.470074279E1
1.323219000E1,-2.318191528E-2,-2.068247604E1,-5.080212021E1,5.485089580E1
1.324223700E1,2.859115601E-2,-2.090079117E1,-5.061247635E1,5.475825646E1
1.325228500E1,7.759094238E-3,-2.097414780E1,-5.052045822E1,5.470129464E1
1.326233200E1,2.734375000E-2,-2.098007965E1,-5.040357971E1,5.459565310E1
1.327237900E1,1.355361938E-1,-2.119021988E1,-5.044061661E1,5.471105549E1
1.328242700E1,-2.620697021E-2,-2.121938705E1,-5.017103958E1,5.447381285E1
1.329247400E1,2.986907959E-2,-2.139542389E1,-5.058668137E1,5.492519811E1
1.330252200E1,1.034965515E-1,-2.133126831E1,-5.047437668E1,5.479686506E1
1.331256900E1,1.964645386E-1,-2.150756454E1,-5.038861084E1,5.478709733E1
1.332261600E1,4.511451721E-1,-2.158430862E1,-5.041139984E1,5.483972233E1
1.333266400E1,5.952186584E-1,-2.165709686E1,-5.009287262E1,5.457728481E1
1.334271100E1,7.347259521E-1,-2.160250473E1,-5.027790070E1,5.472728142E1
1.335275800E1,1.029922485E0,-2.193930054E1,-5.024208832E1,5.483302916E1
1.336280600E1,9.178199768E-1,-2.171777344E1,-5.023441696E1,5.473573535E1
1.337285300E1,1.042320251E0,-2.151346207E1,-5.011104584E1,5.454385755E1
1.338290000E1,1.387756348E0,-2.173958969E1,-5.014566422E1,5.467287506E1
1.339294800E1,1.402912140E0,-2.173675919E1,-5.016207504E1,5.468718895E1
1.340299500E1,1.647529602E0,-2.184554672E1,-5.014371490E1,5.472051178E1
1.341304200E1,1.694499969E0,-2.183201599E1,-5.016956711E1,5.474023855E1
1.342309000E1,1.768115997E0,-2.179006958E1,-5.021770477E1,5.476998484E1
1.343313700E1,1.817100525E0,-2.180839157E1,-5.010319901E1,5.467392750E1
1.344318400E1,1.917407990E0,-2.199980927E1,-5.011337662E1,5.476329589E1
1.345323200E1,2.001190186E0,-2.186794281E1,-5.024221420E1,5.483148523E1
1.346327900E1,2.252536774E0,-2.217613220E1,-5.007794952E1,5.481474063E1
1.347332600E1,2.344417572E0,-2.206516266E1,-5.009611511E1,5.479040469E1
1.348337400E1,2.462265015E0,-2.226179123E1,-4.992648697E1,5.472023573E1
1.349342100E1,2.640289307E0,-2.223097992E1,-5.011842728E1,5.489120466E1
1.350346900E1,2.827220917E0,-2.255841446E1,-4.999894714E1,5.492513046E1
1.351351600E1,2.930179596E0,-2.240306854E1,-4.968904114E1,5.458465207E1
1.352356300E1,2.927845001E0,-2.244005966E1,-4.972186279E1,5.462959082E1
1.353361100E1,3.111701965E0,-2.265519714E1,-4.963493729E1,5.464949813E1
1.354365800E1,3.186637878E0,-2.268459702E1,-4.961191940E1,5.464511094E1
1.355370500E1,3.108497620E0,-2.275304794E1,-4.943860626E1,5.451183117E1
1.356375300E1,3.239982605E0,-2.278932953E1,-4.938709641E1,5.448794655E1
1.357380000E1,3.334632874E0,-2.302621460E1,-4.953439713E1,5.472643633E1
1.358384700E1,3.416625977E0,-2.297149658E1,-4.938842392E1,5.457636307E1
1.359389500E1,3.478034973E0,-2.310930252E1,-4.919591904E1,5.446443831E1
1.360394200E1,3.511482239E0,-2.335618973E1,-4.895940399E1,5.435867314E1
1.361398900E1,3.507301331E0,-2.329637146E1,-4.913016510E1,5.448665166E1
1.362403700E1,3.597610474E0,-2.336647797E1,-4.930742264E1,5.468232823E1
1.363408400E1,3.531379700E0,-2.335044098E1,-4.930729675E1,5.467104581E1
1.364413200E1,3.613815308E0,-2.319864273E1,-4.934098053E1,5.464219107E1
1.365417900E1,3.630088806E0,-2.323715591E1,-4.932157516E1,5.464211504E1
1.366422533E1,3.458274841E0,-2.318751144E1,-4.916783524E1,5.447105996E1
1.367427333E1,3.434638977E0,-2.327066422E1,-4.893071365E1,5.429120828E1
1.368432033E1,3.459007263E0,-2.320357513E1,-4.900333405E1,5.432952584E1
1.369436733E1,3.535415649E0,-2.329667664E1,-4.927257919E1,5.461704282E1
1.370441533E1,3.534698486E0,-2.328986740E1,-4.925542831E1,5.459861935E1
1.371446233E1,3.644920349E0,-2.329336548E1,-4.929363251E1,5.464182030E1
1.372450933E1,3.716056824E0,-2.342105484E1,-4.921935272E1,5.463423442E1
1.373455733E1,3.652976990E0,-2.337719345E1,-4.911960602E1,5.452130877E1
1.374460433E1,3.572151184E0,-2.355736923E1,-4.923943329E1,5.470129523E1
